species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	CTGF	Pericytes	IGFBP8|CCN2	0.028	connective tissue growth factor	protein-coding gene	1	Mesoderm	Vasculature	0.142857	0.0371901	0.099529	0.0120576
Mm Hs	SAT2	Peritubular myoid cells	SSAT2	0.042	spermidine/spermine N1-acetyltransferase family member 2	protein-coding gene	NA	Mesoderm	Reproductive	0.660377	0.0	0.178719	0.0
Mm Hs	LAMC3	Peritubular myoid cells	DKFZp434E202	0.002	laminin subunit gamma 3	protein-coding gene	NA	Mesoderm	Reproductive	0.320755	0.0	0.00318573	0.000962464
Mm Hs	APOA1	Peritubular myoid cells	NA	0.032	apolipoprotein A1	protein-coding gene	NA	Mesoderm	Reproductive	0.490566	0.0	0.061166	0.0256657
Mm Hs	MYLIP	Peritubular myoid cells	IDOL	0.02	myosin regulatory light chain interacting protein	protein-coding gene	NA	Mesoderm	Reproductive	0.301887	0.0	0.0640331	0.0112287
Mm Hs	TMEM98	Peritubular myoid cells	DKFZP564K1964	0.036	transmembrane protein 98	protein-coding gene	NA	Mesoderm	Reproductive	0.301887	0.0	0.121058	0.0
Mm Hs	CYP1B1	Peritubular myoid cells	CP1B|GLC3A	0.016	cytochrome P450 family 1 subfamily B member 1	protein-coding gene	NA	Mesoderm	Reproductive	0.169811	0.0	0.0471488	0.008983
Mm Hs	KCNMB1	Peritubular myoid cells	hslo-beta	0.004	potassium calcium-activated channel subfamily M regulatory beta subunit 1	protein-coding gene	NA	Mesoderm	Reproductive	0.396226	0.0	0.00382287	0.0026949
Mm Hs	RARRES2	Peritubular myoid cells	TIG2|HP10433	0.03	retinoic acid receptor responder 2	protein-coding gene	NA	Mesoderm	Reproductive	0.490566	0.0	0.0716789	0.0
Mm Hs	GSTM3	Peritubular myoid cells	GST5	0.024	glutathione S-transferase mu 3	protein-coding gene	NA	Mesoderm	Reproductive	0.792453	0.0	0.0805989	0.0080847
Mm Hs	RNASE1	Peritubular myoid cells	RAC1|RNS1	0.022	ribonuclease A family member 1, pancreatic	protein-coding gene	NA	Mesoderm	Reproductive	0.509434	0.0	0.0831475	0.0
Mm Hs	CILP	Peritubular myoid cells	HsT18872	0.003	cartilage intermediate layer protein	protein-coding gene	NA	Mesoderm	Reproductive	0.0754717	0.0	0.00254858	0.00263073
Mm Hs	RASD1	Peritubular myoid cells	DEXRAS1	0.013	ras related dexamethasone induced 1	protein-coding gene	NA	Mesoderm	Reproductive	0.396226	0.0	0.0264415	0.0
Mm Hs	ALDH1A3	Peritubular myoid cells	RALDH3|ALDH6	0.008	aldehyde dehydrogenase 1 family member A3	protein-coding gene	NA	Mesoderm	Reproductive	0.0754717	0.0	0.0340873	0.00327238
Mm Hs	INTS6	Peritubular myoid cells	DICE1|HDB|Notchl2|DBI-1|DDX26A|DDX26	0.034	integrator complex subunit 6	protein-coding gene	NA	Mesoderm	Reproductive	0.45283	0.0	0.111819	0.0166827
Mm Hs	EPHX1	Peritubular myoid cells	EPHX	0.02	epoxide hydrolase 1	protein-coding gene	NA	Mesoderm	Reproductive	0.301887	0.0	0.035043	0.0161052
Mm Hs	OSR2	Peritubular myoid cells	FLJ90037	0.011	odd-skipped related transciption factor 2	protein-coding gene	NA	Mesoderm	Reproductive	0.528302	0.0	0.00892004	0.008983
Mm Hs	C7	Peritubular myoid cells	NA	0.003	complement C7	protein-coding gene	NA	Mesoderm	Reproductive	0.188679	0.0	0.0124243	0.00128329
Mm Hs	COL15A1	Peritubular myoid cells	NA	0.016	collagen type XV alpha 1 chain	protein-coding gene	NA	Mesoderm	Reproductive	0.45283	0.0	0.0210258	0.0141803
Mm Hs	LAMB2	Peritubular myoid cells	NPHS5|LAMS	0.019	laminin subunit beta 2	protein-coding gene	NA	Mesoderm	Reproductive	0.0943396	0.0	0.0117872	0.0210459
Mm Hs	MYH11	Peritubular myoid cells	SMMHC|SMHC	0.015	myosin heavy chain 11	protein-coding gene	1	Mesoderm	Reproductive	0.339623	0.0	0.0108315	0.0149503
Mm Hs	TPM1	Peritubular myoid cells	C15orf13|CMH3	0.253	tropomyosin 1	protein-coding gene	1	Mesoderm	Reproductive	0.339623	0.0	0.176489	0.0
Mm Hs	TPM2	Peritubular myoid cells	NEM4|AMCD1	0.075	tropomyosin 2	protein-coding gene	1	Mesoderm	Reproductive	0.433962	0.0	0.142083	0.0
Mm Hs	TPM4	Peritubular myoid cells	NA	0.311	tropomyosin 4	protein-coding gene	1	Mesoderm	Reproductive	0.358491	0.0	0.34374	0.0
Mm Hs	MYL9	Peritubular myoid cells	MYRL2|MLC2|LC20|MRLC1	0.081	myosin light chain 9	protein-coding gene	1	Mesoderm	Reproductive	0.811321	0.0	0.149411	0.0633943
None	WNT	Peritubular myoid cells	NA	0.0	NA	NA	1	Mesoderm	Reproductive	NA	NA	NA	NA
Mm Hs	WNT2B	Peritubular myoid cells	XWNT2|WNT13	0.001	Wnt family member 2B	protein-coding gene	1	Mesoderm	Reproductive	0.132075	0.0	0.0035043	0.0
Mm Hs	RCVRN	Photoreceptor cells	RCV1	0.003	recoverin	protein-coding gene	1	Ectoderm	Eye	0.0	0.0	0.0	0.0
Mm Hs	PDC	Photoreceptor cells	MEKA	0.004	phosducin	protein-coding gene	NA	Ectoderm	Eye	0.0	0.362416	0.0	0.00168437
Mm Hs	NRL	Photoreceptor cells	D14S46E|RP27|NRL-MAF	0.003	neural retina leucine zipper	protein-coding gene	NA	Ectoderm	Eye	0.0	0.248322	0.00281955	0.000518269
Mm Hs	NR2E3	Photoreceptor cells	rd7|RP37	0.002	nuclear receptor subfamily 2 group E member 3	protein-coding gene	NA	Ectoderm	Eye	0.0	0.221477	0.0	0.000583053
Mm Hs	SAG	Photoreceptor cells	ARRESTIN|RP47	0.005	S-antigen visual arrestin	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.0018797	0.0
Mm Hs	RHO	Photoreceptor cells	OPN2|CSNBAD1|RP4	0.006	rhodopsin	protein-coding gene	1	Ectoderm	Eye	0.0	0.0	0.0	0.0
Mm Hs	ROM1	Photoreceptor cells	TSPAN23|ROM	0.007	retinal outer segment membrane protein 1	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.000313283	0.0
Mm Hs	CRX	Photoreceptor cells	LCA7|CORD2	0.002	cone-rod homeobox	protein-coding gene	1	Ectoderm	Eye	0.0	0.281879	0.0	0.000453485
Mm Hs	PDE6G	Photoreceptor cells	RP57|PDEG	0.003	phosphodiesterase 6G	protein-coding gene	NA	Ectoderm	Eye	0.0	0.342282	0.000313283	0.000971754
Mm Hs	TPBG	Photoreceptor cells	5T4-AG|5T4	0.021	trophoblast glycoprotein	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.0319549	0.0
Mm Hs	GABRA1	Photoreceptor cells	EJM5	0.027	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding gene	NA	Ectoderm	Eye	0.0	0.597315	0.000313283	0.0267556
Mm Hs	PCBP3	Photoreceptor cells	FLJ44028|PCBP3-OT1|PCBP3OT	0.02	poly(rC) binding protein 3	protein-coding gene	NA	Ectoderm	Eye	0.0	0.489933	0.00250627	0.0200181
Mm Hs	FRMD3	Photoreceptor cells	EPB41L4O|MGC20553	0.01	FERM domain containing 3	protein-coding gene	NA	Ectoderm	Eye	0.0	0.436242	0.0128446	0.00596009
Mm Hs	ADAMTS5	Photoreceptor cells	ADMP-2|ADAMTS11	0.016	ADAM metallopeptidase with thrombospondin type 1 motif 5	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0469799	0.014411	0.0165198
Mm Hs	RD3L	Photoreceptor cells	TDRD9AS1|TDRD9-AS1	0.003	retinal degeneration 3 like	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.0	0.0
Mm Hs	GABRG2	Photoreceptor cells	NA	0.024	gamma-aminobutyric acid type A receptor gamma2 subunit	protein-coding gene	NA	Ectoderm	Eye	0.0	0.402685	0.00125313	0.0261078
Mm Hs	CNTN4	Photoreceptor cells	BIG-2	0.005	contactin 4	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0939597	0.0115915	0.0031744
Mm Hs	RNF152	Photoreceptor cells	FLJ39176	0.008	ring finger protein 152	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.00438596	0.0
Mm Hs	SYNE1	Photoreceptor cells	SYNE-1B|KIAA0796|8B|Nesprin-1|enaptin|MYNE1|CPG2|dJ45H2.2|SCAR8|ARCA1|Nesp1|C6orf98	0.05	spectrin repeat containing nuclear envelope protein 1	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.0153509	0.0
Mm Hs	SEBOX	Photoreceptor cells	OG9|OG9X	0.0	SEBOX homeobox	protein-coding gene	NA	Ectoderm	Eye	NA	NA	NA	NA
Mm Hs	HSPA12A	Photoreceptor cells	FLJ13874|KIAA0417	0.013	heat shock protein family A (Hsp70) member 12A	protein-coding gene	NA	Ectoderm	Eye	0.0	0.127517	0.0	0.0147059
Mm Hs	CNTNAP2	Photoreceptor cells	Caspr2|KIAA0868	0.037	contactin associated protein like 2	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0805369	0.0238095	0.0402954
Mm Hs	NLK	Photoreceptor cells	NA	0.021	nemo like kinase	protein-coding gene	NA	Ectoderm	Eye	0.0	0.671141	0.0162907	0.0165198
Mm Hs	NTNG1	Photoreceptor cells	KIAA0976|Lmnt1	0.015	netrin G1	protein-coding gene	NA	Ectoderm	Eye	0.0	0.302013	0.00407268	0.0151594
Mm Hs	GLS	Photoreceptor cells	KIAA0838|GLS1	0.061	glutaminase	protein-coding gene	NA	Ectoderm	Eye	0.0	0.52349	0.0197368	0.067958
Mm Hs	STX3	Photoreceptor cells	STX3A	0.035	syntaxin 3	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.0250627	0.0
Mm Hs	GRM6	Photoreceptor cells	GPRC1F|mGlu6|MGLUR6|CSNB1B	0.003	glutamate metabotropic receptor 6	protein-coding gene	NA	Ectoderm	Eye	0.0	0.33557	0.0	6.47836e-05
Mm Hs	STRIP2	Photoreceptor cells	KIAA1170|FAR11B|FAM40B	0.005	striatin interacting protein 2	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.0075188	0.0
Mm Hs	CHGA	Photoreceptor cells	NA	0.057	chromogranin A	protein-coding gene	NA	Ectoderm	Eye	0.0	0.248322	0.0379073	0.0604431
Mm Hs	RNPC3	Photoreceptor cells	KIAA1839|FLJ20008|RBM40	0.02	RNA binding region (RNP1, RRM) containing 3	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.00219298	0.0
Mm Hs	VSTM2B	Photoreceptor cells	NA	0.006	V-set and transmembrane domain containing 2B	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.000313283	0.0
Mm Hs	CACNA2D4	Photoreceptor cells	NA	0.005	calcium voltage-gated channel auxiliary subunit alpha2delta 4	protein-coding gene	NA	Ectoderm	Eye	0.0	0.66443	0.00219298	6.47836e-05
Mm Hs	VSX2	Photoreceptor cells	RET1|HOX10|CHX10	0.004	visual system homeobox 2	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.0	0.0
Mm Hs	TRNP1	Photoreceptor cells	LOC388610|C1orf225	0.015	TMF1-regulated nuclear protein 1	protein-coding gene	NA	Ectoderm	Eye	0.0	0.0	0.00469925	0.0
Mm Hs	NEUROD4	Photoreceptor cells	Atoh3|ATH-3|MATH-3|bHLHa4	0.006	neuronal differentiation 4	protein-coding gene	NA	Ectoderm	Eye	0.0	0.718121	0.000313283	0.000842187
Mm Hs	GNB3	Photoreceptor cells	NA	0.005	G protein subunit beta 3	protein-coding gene	NA	Ectoderm	Eye	0.0	0.543624	0.00093985	0.00129567
Mm Hs	OTX2	Photoreceptor cells	NA	0.013	orthodenticle homeobox 2	protein-coding gene	NA	Ectoderm	Eye	0.0	0.892617	0.00877193	0.00628401
Mm Hs	CACNA2D3	Photoreceptor cells	HSA272268	0.008	calcium voltage-gated channel auxiliary subunit alpha2delta 3	protein-coding gene	NA	Ectoderm	Eye	0.0	0.194631	0.00595238	0.00770925
Mm	ZFP365	Photoreceptor cells	NA	0.016	zinc finger protein 365	protein coding gene	NA	Ectoderm	Eye	NA	NA	NA	NA
Mm Hs	LIN7A	Photoreceptor cells	MALS-1|TIP-33|LIN-7A|VELI1	0.015	lin-7 homolog A, crumbs cell polarity complex component	protein-coding gene	NA	Ectoderm	Eye	0.0	0.409396	0.016604	0.0123089
Mm Hs	CCDC136	Photoreceptor cells	KIAA1793|NAG6|DKFZP434G156	0.027	coiled-coil domain containing 136	protein-coding gene	NA	Ectoderm	Eye	0.0	0.181208	0.0382206	0.0242939
Mm Hs	NDNF	Photoreceptor cells	FLJ23191|C4orf31	0.017	neuron derived neurotrophic factor	protein-coding gene	NA	Ectoderm	Eye	0.0	0.416107	0.00626566	0.0167142
Mm Hs	GNG13	Photoreceptor cells	h2-35|G(gamma)13	0.006	G protein subunit gamma 13	protein-coding gene	NA	Ectoderm	Eye	0.0	0.416107	0.0	0.00375745
Mm Hs	PROX1	Photoreceptor cells	NA	0.028	prospero homeobox 1	protein-coding gene	NA	Ectoderm	Eye	0.0	0.530201	0.0109649	0.0276626
Mm Hs	GPR179	Photoreceptor cells	CSNB1E|GPR158L1	0.003	G protein-coupled receptor 179	protein-coding gene	NA	Ectoderm	Eye	0.0	0.449664	0.0	6.47836e-05
Mm Hs	CABP5	Photoreceptor cells	CaBP3|CABP3	0.004	calcium binding protein 5	protein-coding gene	NA	Ectoderm	Eye	0.0	0.489933	0.0	0.0
Mm Hs	KCNMA1	Photoreceptor cells	KCa1.1|mSLO1|SLO	0.043	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	NA	Ectoderm	Eye	0.0	0.718121	0.0184837	0.0420446
Mm	CAR8	Photoreceptor cells	NA	0.013	carbonic anhydrase 8	protein coding gene	NA	Ectoderm	Eye	0.0	0.147651	0.0	0.0147707
Mm Hs	LRTM1	Photoreceptor cells	HT017	0.008	leucine rich repeats and transmembrane domains 1	protein-coding gene	NA	Ectoderm	Eye	0.0	0.731544	0.000626566	0.00246178
Mm Hs	PRKCA	Photoreceptor cells	PKCA	0.033	protein kinase C alpha	protein-coding gene	NA	Ectoderm	Eye	0.0	0.14094	0.0153509	0.0358901
Mm Hs	QPCT	Photoreceptor cells	QC|GCT	0.026	glutaminyl-peptide cyclotransferase	protein-coding gene	NA	Ectoderm	Eye	0.0	0.342282	0.0300752	0.0224799
Mm Hs	CPLX3	Photoreceptor cells	CPX-III	0.01	complexin 3	protein-coding gene	NA	Ectoderm	Eye	0.0	0.899329	0.00125313	0.0039518
Mm Hs	B3GALT2	Photoreceptor cells	beta3Gal-T2	0.009	beta-1,3-galactosyltransferase 2	protein-coding gene	NA	Ectoderm	Eye	0.0	0.57047	0.00093985	0.00544182
Mm Hs	ISL1	Photoreceptor cells	Isl-1|ISLET1	0.028	ISL LIM homeobox 1	protein-coding gene	NA	Ectoderm	Eye	0.0	0.47651	0.0134712	0.0270796
Mm Hs	PCP2	Photoreceptor cells	MGC41903|GPSM4	0.006	Purkinje cell protein 2	protein-coding gene	NA	Ectoderm	Eye	0.0	0.308725	0.018797	0.000842187
Mm Hs	ASMT	Pinealocytes	HIOMT|ASMTY|HIOMTY	0.0	acetylserotonin O-methyltransferase	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	0.0
Mm Hs	ADRB1	Pinealocytes	ADRB1R	0.002	adrenoceptor beta 1	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00219298	0.00237514
Mm Hs	TPH1	Pinealocytes	TPRH|TPH	0.002	tryptophan hydroxylase 1	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00125313	0.0
Mm Hs	SAG	Pinealocytes	ARRESTIN|RP47	0.005	S-antigen visual arrestin	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0018797	0.0
Mm Hs	GNGT1	Pinealocytes	GNG1	0.007	G protein subunit gamma transducin 1	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.0	0.00860187
Mm Hs	GNGT2	Pinealocytes	GNG9	0.054	G protein subunit gamma transducin 2	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.000313283	0.0657337
Mm Hs	ROM1	Pinealocytes	TSPAN23|ROM	0.007	retinal outer segment membrane protein 1	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.000313283	0.0
Mm Hs	CRX	Pinealocytes	LCA7|CORD2	0.002	cone-rod homeobox	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.0	0.00269611
Mm Hs	CNGB1	Pinealocytes	RCNC2|RCNCb|GAR1|CNGB1B|RP45|CNCG2|CNCG3L	0.001	cyclic nucleotide gated channel beta 1	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.0	0.00147644
Mm Hs	CNGA1	Pinealocytes	RCNC1|RCNCa|CNG1|RP49|CNCG1|CNCG	0.002	cyclic nucleotide gated channel alpha 1	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.0	0.00205418
Mm Hs	PDE6C	Pinealocytes	PDEA2|ACHM5|COD4	0.0	phosphodiesterase 6C	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	0.000577738
Mm Hs	SLC6A6	Pinealocytes	TAUT	0.102	solute carrier family 6 member 6	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.000626566	0.0
Mm Hs	ADRA1B	Pinealocytes	NA	0.002	adrenoceptor alpha 1B	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	0.00288869
Mm Hs	DRD4	Pinealocytes	NA	0.001	dopamine receptor D4	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.0	0.00147644
Mm Hs	CHRNA3	Pinealocytes	NA	0.004	cholinergic receptor nicotinic alpha 3 subunit	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.000313283	0.00442932
Mm Hs	CHRNB4	Pinealocytes	NA	0.001	cholinergic receptor nicotinic beta 4 subunit	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.000626566	0.000898703
Mm Hs	NEUROD1	Pinealocytes	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD	0.038	neuronal differentiation 1	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.023183	0.04256
Mm Hs	PDE6B	Pinealocytes	CSNB3|rd1|RP40|CSNBAD2|PDEB	0.002	phosphodiesterase 6B	protein-coding gene	1	Ectoderm	Brain	0.0	1.0	0.00125313	0.00231095
Mm Hs	CACNA1F	Pinealocytes	Cav1.4|JM8|JMC8|CSNBX2|CORDX3|CSNB2A|OA2|CSNB2|AIED	0.0	calcium voltage-gated channel subunit alpha1 F	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	6.41931e-05
Mm Hs	GNG13	Pinealocytes	h2-35|G(gamma)13	0.006	G protein subunit gamma 13	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	0.00770317
Mm Hs	AANAT	Pinealocytes	SNAT	0.0	aralkylamine N-acetyltransferase	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	0.0
Mm Hs	CREM	Pinealocytes	hCREM-2	0.065	cAMP responsive element modulator	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.158208	0.043202
Mm Hs	PDE10A	Pinealocytes	NA	0.024	phosphodiesterase 10A	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00281955	0.0301066
Mm Hs	PMEPA1	Pinealocytes	STAG1|TMEPAI	0.048	prostate transmembrane protein, androgen induced 1	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0250627	0.0539864
Mm Hs	SDC1	Plasma cells	CD138|syndecan|SYND1|SDC	0.046	syndecan 1	protein-coding gene	1	Mesoderm	Immune system	0.555556	0.0	0.0405577	0.0
Mm Hs	IRF4	Plasma cells	LSIRF|MUM1	0.003	interferon regulatory factor 4	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.00855513	0.000641684
Mm Hs	CD38	Plasma cells	NA	0.016	CD38 molecule	protein-coding gene	1	Mesoderm	Immune system	0.5	0.0	0.00855513	0.0161063
Mm Hs	PRDM1	Plasma cells	PRDI-BF1|BLIMP1	0.005	PR/SET domain 1	protein-coding gene	1	Mesoderm	Immune system	0.25	0.0	0.0174271	0.00166838
Mm Hs	CD93	Plasma cells	C1qRP|C1qR(P)|dJ737E23.1|CDw93|ECSM3|MXRA4|C1QR1	0.044	CD93 molecule	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0193283	0.0489605
Mm Hs	CD27	Plasma cells	S152|Tp55|TNFRSF7	0.018	CD27 molecule	protein-coding gene	1	Mesoderm	Immune system	0.722222	0.0	0.0148923	0.0157854
Mm Hs	ENPP1	Plasma cells	PC-1|NPPS|M6S1|PDNP1	0.005	ectonucleotide pyrophosphatase/phosphodiesterase 1	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0114068	0.00327259
Mm Hs	KLF4	Plasma cells	EZF|GKLF	0.126	Kruppel like factor 4	protein-coding gene	1	Mesoderm	Immune system	0.0833333	0.0	0.139417	0.127503
Mm Hs	MS4A4A	Plasma cells	CD20L1|MS4A7	0.002	membrane spanning 4-domains A4A	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.00760456	0.000770021
Mm Hs	PIAS1	Plasma cells	GU/RH-II|ZMIZ3|DDXBP1	0.018	protein inhibitor of activated STAT 1	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0307351	0.0155929
Mm Hs	CYCS	Plasma cells	CYC	0.38	cytochrome c, somatic	protein-coding gene	1	Mesoderm	Immune system	0.777778	0.0	0.504119	0.34683
Mm Hs	DIABLO	Plasma cells	SMAC|DIABLO-S|FLJ25049|FLJ10537|DFNA64	0.026	diablo IAP-binding mitochondrial protein	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0	0.0329825
Mm Hs	HTRA2	Plasma cells	OMI|PARK13|PRSS25	0.001	HtrA serine peptidase 2	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.000316857	0.00102669
Mm Hs	MS4A1	Plasma cells	Bp35|MS4A2|CD20	0.014	membrane spanning 4-domains A1	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0205957	0.011807
Mm Hs	CD9	Plasma cells	BA2|P24|TSPAN29|MRP-1|MIC3	0.344	CD9 molecule	protein-coding gene	1	Mesoderm	Immune system	0.277778	1.0	0.270913	0.366145
Mm Hs	CD19	Plasma cells	NA	0.007	CD19 molecule	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.00792142	0.006096
Hs	CD24	Plasma cells	CD24A	0.039	CD24 molecule	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.194233	0.0
Mm Hs	CD37	Plasma cells	TSPAN26	0.116	CD37 molecule	protein-coding gene	1	Mesoderm	Immune system	0.111111	0.0	0.217047	0.0949692
Mm Hs	CD40	Plasma cells	Bp50|TNFRSF5	0.012	CD40 molecule	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.013308	0.0108445
Mm Hs	CD74	Plasma cells	DHLAG	0.169	CD74 molecule	protein-coding gene	1	Mesoderm	Immune system	0.972222	1.0	0.356781	0.125128
Mm Hs	CXCR4	Plasma cells	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184	0.04	C-X-C motif chemokine receptor 4	protein-coding gene	1	Mesoderm	Immune system	0.361111	0.0	0.196451	0.00879107
Mm Hs	GZMB	Plasma cells	CCPI|CGL-1|CSP-B|CGL1|CTSGL1|SECT|CSPB	0.017	granzyme B	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0611534	0.00834189
Mm Hs	TNFRSF17	Plasma cells	BCM|CD269|TNFRSF13A|BCMA	0.005	TNF receptor superfamily member 17	protein-coding gene	1	Mesoderm	Immune system	0.777778	0.0	0.00126743	0.0
Mm Hs	TNFRSF13B	Plasma cells	TACI|CD267|IGAD2	0.016	TNF receptor superfamily member 13B	protein-coding gene	1	Mesoderm	Immune system	0.305556	0.0	0.00190114	0.0
Mm Hs	FCGR2B	Plasma cells	CD32B	0.031	Fc fragment of IgG receptor IIb	protein-coding gene	1	Mesoderm	Immune system	0.0277778	0.0	0.004436	0.0360626
Mm Hs	CCR10	Plasma cells	GPR2	0.002	C-C motif chemokine receptor 10	protein-coding gene	1	Mesoderm	Immune system	0.166667	0.0	0.00095057	0.000705852
Mm Hs	ABCB9	Plasma cells	EST122234	0.002	ATP binding cassette subfamily B member 9	protein-coding gene	1	Mesoderm	Immune system	0.0277778	0.0	0.000316857	0.00295175
Mm Hs	AMPD1	Plasma cells	NA	0.0	adenosine monophosphate deaminase 1	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0	6.41684e-05
Mm Hs	ANGPT4	Plasma cells	NA	0.001	angiopoietin 4	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0	0.000705852
Hs	ATXN8OS	Plasma cells	NCRNA00003|SCA8|KLHL1AS	0.0	ATXN8 opposite strand lncRNA	non-coding RNA	1	Mesoderm	Immune system	0.0	0.0	0.0	0.0
Hs	C11ORF80	Plasma cells	FLJ22531|TOPOVIBL	0.002	chromosome 11 open reading frame 80	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.01109	0.0
Mm Hs	CD79A	Plasma cells	MB-1|IGA	0.024	CD79a molecule	protein-coding gene	1	Mesoderm	Immune system	0.75	0.0	0.0351711	0.0184805
Mm Hs	DENND5B	Plasma cells	MGC24039	0.013	DENN domain containing 5B	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.00602028	0.0151437
Mm Hs	EAF2	Plasma cells	BM040|TRAITS	0.009	ELL associated factor 2	protein-coding gene	1	Mesoderm	Immune system	0.638889	1.0	0.0237643	0.00333676
Hs	FCRL2	Plasma cells	FCRH2|IRTA4|CD307b|SPAP1	0.0	Fc receptor like 2	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0	0.0
Mm Hs	GNG7	Plasma cells	FLJ00058	0.009	G protein subunit gamma 7	protein-coding gene	1	Mesoderm	Immune system	0.555556	0.0	0.019962	0.00481263
Mm Hs	GPR25	Plasma cells	NA	0.0	G protein-coupled receptor 25	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.0	0.0
Hs	GUSBP11	Plasma cells	NA	0.0	glucuronidase, beta pseudogene 11	pseudogene	1	Mesoderm	Immune system	0.0	0.0	0.0	0.0
Mm Hs	HIST1H2AE	Plasma cells	H2A/a|H2AFA	0.02	histone cluster 1 H2A family member e	protein-coding gene	1	Mesoderm	Immune system	0.0	0.0	0.000633714	0.025154
Mm Hs	HIST1H2BG	Plasma cells	H2B/a|H2B.1A|H2BFA	0.002	histone cluster 1 H2B family member g	protein-coding gene	1	Mesoderm	Immune system	0.0277778	0.0	0.00792142	0.000449179
Hs	HLA-DOB	Plasma cells	NA	0.001	major histocompatibility complex, class II, DO beta	protein-coding gene	1	Mesoderm	Immune system	0.0555556	0.0	0.004436	0.0
Mm Hs	IGHD	Plasma cells	FLJ00382|FLJ46727|MGC29633	0.008	immunoglobulin heavy constant delta	other	1	Mesoderm	Immune system	0.0	0.0	0.00887199	0.0075077
Mm Hs	IGHE	Plasma cells	NA	0.0	immunoglobulin heavy constant epsilon	other	1	Mesoderm	Immune system	0.0	0.0	0.000316857	0.0
Mm Hs	IGHM	Plasma cells	NA	0.078	immunoglobulin heavy constant mu	other	1	Mesoderm	Immune system	0.277778	1.0	0.0525982	0.0825847
